id	internal_title	primary_axis	concept
q644	Tessera Sandbox	counterfactual-planning	Two miniature copies of the folding mosaic can test different interventions on colored tesserae under topology-changing seams; evidence persists but simulated progress does not, and only one policy may be committed to the irreversible main system. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q645	Vivarium Sandbox	counterfactual-planning	Two miniature copies of the stacked terrarium can test different interventions on microfauna under temperature strata; evidence persists but simulated progress does not, and only one policy may be committed to the irreversible main system. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q646	Crossing Sandbox	counterfactual-planning	Two miniature copies of the river ferry can test different interventions on passenger tokens under capacity-limited docks; evidence persists but simulated progress does not, and only one policy may be committed to the irreversible main system. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q647	Spectrum Sandbox	counterfactual-planning	Two miniature copies of the prism gallery can test different interventions on light packets under wavelength-splitting panes; evidence persists but simulated progress does not, and only one policy may be committed to the irreversible main system. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q648	Escapement Sandbox	counterfactual-planning	Two miniature copies of the clock tower can test different interventions on weight tokens under nested gear phases; evidence persists but simulated progress does not, and only one policy may be committed to the irreversible main system. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q649	Monsoon Sandbox	counterfactual-planning	Two miniature copies of the weather garden can test different interventions on rain seeds under delayed storm cells; evidence persists but simulated progress does not, and only one policy may be committed to the irreversible main system. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q650	Workbench Sandbox	counterfactual-planning	Two miniature copies of the mobile workshop can test different interventions on tool sprites under reconfigurable fixtures; evidence persists but simulated progress does not, and only one policy may be committed to the irreversible main system. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q651	Aurora Analogy	structural-analogy	A rule first demonstrated as a transformation of sweeping light curtains in the polar observatory reappears as an interaction among crystal motes; surface colors and positions change while the conserved relational structure remains exact. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q652	Tide Analogy	structural-analogy	A rule first demonstrated as a transformation of reversing currents in the tidal basin reappears as an interaction among shell carriers; surface colors and positions change while the conserved relational structure remains exact. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q653	Ember Analogy	structural-analogy	A rule first demonstrated as a transformation of stored heat bands in the ceramic kiln reappears as an interaction among clay vessels; surface colors and positions change while the conserved relational structure remains exact. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q654	Honeycomb Analogy	structural-analogy	A rule first demonstrated as a transformation of hexagonal scent fields in the layered apiary reappears as an interaction among nectar couriers; surface colors and positions change while the conserved relational structure remains exact. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q655	Alloy Analogy	structural-analogy	A rule first demonstrated as a transformation of alternating force lanes in the magnetic foundry reappears as an interaction among metal billets; surface colors and positions change while the conserved relational structure remains exact. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q656	Palimpsest Analogy	structural-analogy	A rule first demonstrated as a transformation of overwritten shelf traces in the sliding archive reappears as an interaction among memory tiles; surface colors and positions change while the conserved relational structure remains exact. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
q657	Canopy Analogy	structural-analogy	A rule first demonstrated as a transformation of seasonal shade bands in the terraced orchard reappears as an interaction among seed gliders; surface colors and positions change while the conserved relational structure remains exact. A narrow intermediate store imposes a hard capacity, so a valid global transfer can still deadlock through bad ordering.
q658	Breakwater Analogy	structural-analogy	A rule first demonstrated as a transformation of tide-gated channels in the modular harbor reappears as an interaction among cargo skiffs; surface colors and positions change while the conserved relational structure remains exact. The consequence of the first intervention remains dormant across two solved subgoals before changing the terminal affordance.
q659	Strata Analogy	structural-analogy	A rule first demonstrated as a transformation of load-bearing fault lines in the deep quarry reappears as an interaction among ore crawlers; surface colors and positions change while the conserved relational structure remains exact. A probe can be undone physically but its observation persists, separating reversible world state from irreversible knowledge.
q660	Spore Analogy	structural-analogy	A rule first demonstrated as a transformation of humidity gradients in the glass greenhouse reappears as an interaction among spore colonies; surface colors and positions change while the conserved relational structure remains exact. Two autonomous actors update on different visible schedules, and useful coordination occurs only at sparse shared events.
q661	Tapestry Analogy	structural-analogy	A rule first demonstrated as a transformation of crossing tension fields in the kinetic loom reappears as an interaction among thread shuttles; surface colors and positions change while the conserved relational structure remains exact. Completing an intermediate pattern rewires which locations are adjacent, so the later plan operates on a new graph.
q662	Lockwater Analogy	structural-analogy	A rule first demonstrated as a transformation of coupled water levels in the stepped canal reappears as an interaction among barge tokens; surface colors and positions change while the conserved relational structure remains exact. Two entities exchange appearance and position while retaining causal identity, making trail history necessary for assignment.
q663	Murmuration Analogy	structural-analogy	A rule first demonstrated as a transformation of collective wind wakes in the open aviary reappears as an interaction among flock markers; surface colors and positions change while the conserved relational structure remains exact. A redundant parity relation detects one misleading observation and must be satisfied before the final action is accepted.
q664	Moraine Analogy	structural-analogy	A rule first demonstrated as a transformation of crevasse flow bands in the moving glacier reappears as an interaction among stone rafts; surface colors and positions change while the conserved relational structure remains exact. Solving a local enclosure changes one token in an outer dependency puzzle, coupling inner completion order to the terminal goal.
q665	Waystation Analogy	structural-analogy	A rule first demonstrated as a transformation of shifting dune corridors in the desert caravan reappears as an interaction among supply walkers; surface colors and positions change while the conserved relational structure remains exact. A visible opponent state updates from the last two player policies and punishes repetition with a predictable counter.
q666	Backstage Analogy	structural-analogy	A rule first demonstrated as a transformation of scene-dependent sightlines in the rotating theater reappears as an interaction among mask actors; surface colors and positions change while the conserved relational structure remains exact. Small discrete actions accumulate a continuous-looking quantity whose threshold and direction both matter.
q667	Catalyst Analogy	structural-analogy	A rule first demonstrated as a transformation of temperature-gated pipes in the chemical refinery reappears as an interaction among reactant beads; surface colors and positions change while the conserved relational structure remains exact. Looking at a component writes its current orientation into memory; hiding it later executes the stored orientation.
q668	Asterism Analogy	structural-analogy	A rule first demonstrated as a transformation of precessing relation lines in the orbital chart reappears as an interaction among star nodes; surface colors and positions change while the conserved relational structure remains exact. A single reset erases physical progress while preserving acquired evidence, enforcing separate experiment and execution phases.
q669	Reedbed Analogy	structural-analogy	A rule first demonstrated as a transformation of salinity fronts in the flooded marsh reappears as an interaction among reed beetles; surface colors and positions change while the conserved relational structure remains exact. Every constructed component changes both function and connectivity, so a locally useful tool can obstruct the global route.
q670	Vault Analogy	structural-analogy	A rule first demonstrated as a transformation of pressure-sealed passages in the branching catacomb reappears as an interaction among echo carriers; surface colors and positions change while the conserved relational structure remains exact. Two quantities are independently conserved but share containers, requiring simultaneous bookkeeping rather than one scalar total.
q671	Pollen Analogy	structural-analogy	A rule first demonstrated as a transformation of directional bloom waves in the alpine meadow reappears as an interaction among pollen kites; surface colors and positions change while the conserved relational structure remains exact. A wear cue announces a change point after which the learned rule becomes its complement instead of merely gaining difficulty.
q672	Semaphore Analogy	structural-analogy	A rule first demonstrated as a transformation of occluded relay beams in the cliff signal yard reappears as an interaction among flag agents; surface colors and positions change while the conserved relational structure remains exact. Two miniature systems accept different tests before exactly one learned policy is committed to the larger irreversible system.
q673	Impeller Analogy	structural-analogy	A rule first demonstrated as a transformation of counter-rotating wakes in the turbine chamber reappears as an interaction among blade riders; surface colors and positions change while the conserved relational structure remains exact. Further samples remain available but become costly once no possible result can change the best supported decision.
q674	Tessera Analogy	structural-analogy	A rule first demonstrated as a transformation of topology-changing seams in the folding mosaic reappears as an interaction among colored tesserae; surface colors and positions change while the conserved relational structure remains exact. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q675	Vivarium Analogy	structural-analogy	A rule first demonstrated as a transformation of temperature strata in the stacked terrarium reappears as an interaction among microfauna; surface colors and positions change while the conserved relational structure remains exact. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q676	Crossing Analogy	structural-analogy	A rule first demonstrated as a transformation of capacity-limited docks in the river ferry reappears as an interaction among passenger tokens; surface colors and positions change while the conserved relational structure remains exact. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q677	Spectrum Analogy	structural-analogy	A rule first demonstrated as a transformation of wavelength-splitting panes in the prism gallery reappears as an interaction among light packets; surface colors and positions change while the conserved relational structure remains exact. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q678	Escapement Analogy	structural-analogy	A rule first demonstrated as a transformation of nested gear phases in the clock tower reappears as an interaction among weight tokens; surface colors and positions change while the conserved relational structure remains exact. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q679	Monsoon Analogy	structural-analogy	A rule first demonstrated as a transformation of delayed storm cells in the weather garden reappears as an interaction among rain seeds; surface colors and positions change while the conserved relational structure remains exact. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q680	Workbench Analogy	structural-analogy	A rule first demonstrated as a transformation of reconfigurable fixtures in the mobile workshop reappears as an interaction among tool sprites; surface colors and positions change while the conserved relational structure remains exact. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q681	Aurora Evidence	confidence-calibration	Physical evidence from sweeping light curtains accumulates around candidate explanations for crystal motes in the polar observatory; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q682	Tide Evidence	confidence-calibration	Physical evidence from reversing currents accumulates around candidate explanations for shell carriers in the tidal basin; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q683	Ember Evidence	confidence-calibration	Physical evidence from stored heat bands accumulates around candidate explanations for clay vessels in the ceramic kiln; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q684	Honeycomb Evidence	confidence-calibration	Physical evidence from hexagonal scent fields accumulates around candidate explanations for nectar couriers in the layered apiary; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q685	Alloy Evidence	confidence-calibration	Physical evidence from alternating force lanes accumulates around candidate explanations for metal billets in the magnetic foundry; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q686	Palimpsest Evidence	confidence-calibration	Physical evidence from overwritten shelf traces accumulates around candidate explanations for memory tiles in the sliding archive; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
q687	Canopy Evidence	confidence-calibration	Physical evidence from seasonal shade bands accumulates around candidate explanations for seed gliders in the terraced orchard; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. A narrow intermediate store imposes a hard capacity, so a valid global transfer can still deadlock through bad ordering.
q688	Breakwater Evidence	confidence-calibration	Physical evidence from tide-gated channels accumulates around candidate explanations for cargo skiffs in the modular harbor; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. The consequence of the first intervention remains dormant across two solved subgoals before changing the terminal affordance.
q689	Strata Evidence	confidence-calibration	Physical evidence from load-bearing fault lines accumulates around candidate explanations for ore crawlers in the deep quarry; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. A probe can be undone physically but its observation persists, separating reversible world state from irreversible knowledge.
q690	Spore Evidence	confidence-calibration	Physical evidence from humidity gradients accumulates around candidate explanations for spore colonies in the glass greenhouse; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Two autonomous actors update on different visible schedules, and useful coordination occurs only at sparse shared events.
q691	Tapestry Evidence	confidence-calibration	Physical evidence from crossing tension fields accumulates around candidate explanations for thread shuttles in the kinetic loom; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Completing an intermediate pattern rewires which locations are adjacent, so the later plan operates on a new graph.
q692	Lockwater Evidence	confidence-calibration	Physical evidence from coupled water levels accumulates around candidate explanations for barge tokens in the stepped canal; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Two entities exchange appearance and position while retaining causal identity, making trail history necessary for assignment.
q693	Murmuration Evidence	confidence-calibration	Physical evidence from collective wind wakes accumulates around candidate explanations for flock markers in the open aviary; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. A redundant parity relation detects one misleading observation and must be satisfied before the final action is accepted.
q694	Moraine Evidence	confidence-calibration	Physical evidence from crevasse flow bands accumulates around candidate explanations for stone rafts in the moving glacier; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Solving a local enclosure changes one token in an outer dependency puzzle, coupling inner completion order to the terminal goal.
q695	Waystation Evidence	confidence-calibration	Physical evidence from shifting dune corridors accumulates around candidate explanations for supply walkers in the desert caravan; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. A visible opponent state updates from the last two player policies and punishes repetition with a predictable counter.
q696	Backstage Evidence	confidence-calibration	Physical evidence from scene-dependent sightlines accumulates around candidate explanations for mask actors in the rotating theater; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Small discrete actions accumulate a continuous-looking quantity whose threshold and direction both matter.
q697	Catalyst Evidence	confidence-calibration	Physical evidence from temperature-gated pipes accumulates around candidate explanations for reactant beads in the chemical refinery; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Looking at a component writes its current orientation into memory; hiding it later executes the stored orientation.
q698	Asterism Evidence	confidence-calibration	Physical evidence from precessing relation lines accumulates around candidate explanations for star nodes in the orbital chart; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. A single reset erases physical progress while preserving acquired evidence, enforcing separate experiment and execution phases.
q699	Reedbed Evidence	confidence-calibration	Physical evidence from salinity fronts accumulates around candidate explanations for reed beetles in the flooded marsh; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Every constructed component changes both function and connectivity, so a locally useful tool can obstruct the global route.
q700	Vault Evidence	confidence-calibration	Physical evidence from pressure-sealed passages accumulates around candidate explanations for echo carriers in the branching catacomb; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Two quantities are independently conserved but share containers, requiring simultaneous bookkeeping rather than one scalar total.
q701	Pollen Evidence	confidence-calibration	Physical evidence from directional bloom waves accumulates around candidate explanations for pollen kites in the alpine meadow; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. A wear cue announces a change point after which the learned rule becomes its complement instead of merely gaining difficulty.
q702	Semaphore Evidence	confidence-calibration	Physical evidence from occluded relay beams accumulates around candidate explanations for flag agents in the cliff signal yard; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Two miniature systems accept different tests before exactly one learned policy is committed to the larger irreversible system.
q703	Impeller Evidence	confidence-calibration	Physical evidence from counter-rotating wakes accumulates around candidate explanations for blade riders in the turbine chamber; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Further samples remain available but become costly once no possible result can change the best supported decision.
q704	Tessera Evidence	confidence-calibration	Physical evidence from topology-changing seams accumulates around candidate explanations for colored tesserae in the folding mosaic; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q705	Vivarium Evidence	confidence-calibration	Physical evidence from temperature strata accumulates around candidate explanations for microfauna in the stacked terrarium; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q706	Crossing Evidence	confidence-calibration	Physical evidence from capacity-limited docks accumulates around candidate explanations for passenger tokens in the river ferry; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q707	Spectrum Evidence	confidence-calibration	Physical evidence from wavelength-splitting panes accumulates around candidate explanations for light packets in the prism gallery; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q708	Escapement Evidence	confidence-calibration	Physical evidence from nested gear phases accumulates around candidate explanations for weight tokens in the clock tower; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q709	Monsoon Evidence	confidence-calibration	Physical evidence from delayed storm cells accumulates around candidate explanations for rain seeds in the weather garden; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q710	Workbench Evidence	confidence-calibration	Physical evidence from reconfigurable fixtures accumulates around candidate explanations for tool sprites in the mobile workshop; observations have unequal reliability, and stopping is rewarded once no remaining sample can change the best supported action. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q711	Aurora Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of crystal motes over sweeping light curtains in the polar observatory; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q712	Tide Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of shell carriers over reversing currents in the tidal basin; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q713	Ember Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of clay vessels over stored heat bands in the ceramic kiln; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q714	Honeycomb Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of nectar couriers over hexagonal scent fields in the layered apiary; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q715	Alloy Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of metal billets over alternating force lanes in the magnetic foundry; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q716	Palimpsest Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of memory tiles over overwritten shelf traces in the sliding archive; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
q717	Canopy Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of seed gliders over seasonal shade bands in the terraced orchard; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. A narrow intermediate store imposes a hard capacity, so a valid global transfer can still deadlock through bad ordering.
q718	Breakwater Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of cargo skiffs over tide-gated channels in the modular harbor; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. The consequence of the first intervention remains dormant across two solved subgoals before changing the terminal affordance.
q719	Strata Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of ore crawlers over load-bearing fault lines in the deep quarry; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. A probe can be undone physically but its observation persists, separating reversible world state from irreversible knowledge.
q720	Spore Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of spore colonies over humidity gradients in the glass greenhouse; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Two autonomous actors update on different visible schedules, and useful coordination occurs only at sparse shared events.
q721	Tapestry Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of thread shuttles over crossing tension fields in the kinetic loom; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Completing an intermediate pattern rewires which locations are adjacent, so the later plan operates on a new graph.
q722	Lockwater Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of barge tokens over coupled water levels in the stepped canal; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Two entities exchange appearance and position while retaining causal identity, making trail history necessary for assignment.
q723	Murmuration Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of flock markers over collective wind wakes in the open aviary; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. A redundant parity relation detects one misleading observation and must be satisfied before the final action is accepted.
q724	Moraine Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of stone rafts over crevasse flow bands in the moving glacier; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Solving a local enclosure changes one token in an outer dependency puzzle, coupling inner completion order to the terminal goal.
q725	Waystation Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of supply walkers over shifting dune corridors in the desert caravan; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. A visible opponent state updates from the last two player policies and punishes repetition with a predictable counter.
q726	Backstage Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of mask actors over scene-dependent sightlines in the rotating theater; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Small discrete actions accumulate a continuous-looking quantity whose threshold and direction both matter.
q727	Catalyst Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of reactant beads over temperature-gated pipes in the chemical refinery; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Looking at a component writes its current orientation into memory; hiding it later executes the stored orientation.
q728	Asterism Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of star nodes over precessing relation lines in the orbital chart; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. A single reset erases physical progress while preserving acquired evidence, enforcing separate experiment and execution phases.
q729	Reedbed Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of reed beetles over salinity fronts in the flooded marsh; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Every constructed component changes both function and connectivity, so a locally useful tool can obstruct the global route.
q730	Vault Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of echo carriers over pressure-sealed passages in the branching catacomb; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Two quantities are independently conserved but share containers, requiring simultaneous bookkeeping rather than one scalar total.
q731	Pollen Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of pollen kites over directional bloom waves in the alpine meadow; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. A wear cue announces a change point after which the learned rule becomes its complement instead of merely gaining difficulty.
q732	Semaphore Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of flag agents over occluded relay beams in the cliff signal yard; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Two miniature systems accept different tests before exactly one learned policy is committed to the larger irreversible system.
q733	Impeller Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of blade riders over counter-rotating wakes in the turbine chamber; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Further samples remain available but become costly once no possible result can change the best supported decision.
q734	Tessera Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of colored tesserae over topology-changing seams in the folding mosaic; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q735	Vivarium Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of microfauna over temperature strata in the stacked terrarium; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q736	Crossing Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of passenger tokens over capacity-limited docks in the river ferry; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q737	Spectrum Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of light packets over wavelength-splitting panes in the prism gallery; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q738	Escapement Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of weight tokens over nested gear phases in the clock tower; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q739	Monsoon Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of rain seeds over delayed storm cells in the weather garden; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q740	Workbench Gradient	continuous-quantity-reasoning	Discrete controls reshape a continuous-looking distribution of tool sprites over reconfigurable fixtures in the mobile workshop; capacity, phase, and conserved total jointly determine whether accumulated influence crosses the target threshold. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q741	Aurora Obligation	long-horizon-credit-assignment	An early choice involving crystal motes in the polar observatory writes a delayed consequence into sweeping light curtains; intervening rewards obscure the link, while the final obligation remains attached to causal identity rather than the borrowed object. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q742	Tide Obligation	long-horizon-credit-assignment	An early choice involving shell carriers in the tidal basin writes a delayed consequence into reversing currents; intervening rewards obscure the link, while the final obligation remains attached to causal identity rather than the borrowed object. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q743	Ember Obligation	long-horizon-credit-assignment	An early choice involving clay vessels in the ceramic kiln writes a delayed consequence into stored heat bands; intervening rewards obscure the link, while the final obligation remains attached to causal identity rather than the borrowed object. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q744	Honeycomb Obligation	long-horizon-credit-assignment	An early choice involving nectar couriers in the layered apiary writes a delayed consequence into hexagonal scent fields; intervening rewards obscure the link, while the final obligation remains attached to causal identity rather than the borrowed object. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q745	Alloy Obligation	long-horizon-credit-assignment	An early choice involving metal billets in the magnetic foundry writes a delayed consequence into alternating force lanes; intervening rewards obscure the link, while the final obligation remains attached to causal identity rather than the borrowed object. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q746	Palimpsest Obligation	long-horizon-credit-assignment	An early choice involving memory tiles in the sliding archive writes a delayed consequence into overwritten shelf traces; intervening rewards obscure the link, while the final obligation remains attached to causal identity rather than the borrowed object. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
q747	Canopy Obligation	long-horizon-credit-assignment	An early choice involving seed gliders in the terraced orchard writes a delayed consequence into seasonal shade bands; intervening rewards obscure the link, while the final obligation remains attached to causal identity rather than the borrowed object. A narrow intermediate store imposes a hard capacity, so a valid global transfer can still deadlock through bad ordering.
q748	Breakwater Obligation	long-horizon-credit-assignment	An early choice involving cargo skiffs in the modular harbor writes a delayed consequence into tide-gated channels; intervening rewards obscure the link, while the final obligation remains attached to causal identity rather than the borrowed object. The consequence of the first intervention remains dormant across two solved subgoals before changing the terminal affordance.
q749	Strata Obligation	long-horizon-credit-assignment	An early choice involving ore crawlers in the deep quarry writes a delayed consequence into load-bearing fault lines; intervening rewards obscure the link, while the final obligation remains attached to causal identity rather than the borrowed object. A probe can be undone physically but its observation persists, separating reversible world state from irreversible knowledge.
q750	Spore Obligation	long-horizon-credit-assignment	An early choice involving spore colonies in the glass greenhouse writes a delayed consequence into humidity gradients; intervening rewards obscure the link, while the final obligation remains attached to causal identity rather than the borrowed object. Two autonomous actors update on different visible schedules, and useful coordination occurs only at sparse shared events.
